region,ownd,kids,inc,sex,wlth,hv,incmed,incavg,low,npro,gifdol,gifl,gifr,mdon,lag,gifa,donr,DONR,DAMT
ter5,0,3,2,1,5,143,24,39,25,61,128,12,11,22,3,16.89,,0,0.39
ter2,1,0,4,0,5,138,60,60,13,28,67,7,5,20,11,4.99,,1,11.998949747807082
ter1,1,3,7,1,9,234,52,78,4,55,88,22,17,14,3,9.56,,0,0.43
ter3,1,3,2,0,8,170,23,42,20,34,49,20,14,22,3,20.71,,0,0.0
ter1,1,2,1,1,8,160,55,55,11,41,144,144,60,24,3,26.56,,0,0.97
ter1,0,2,7,0,5,275,68,87,0,32,65,8,8,18,6,4.73,,0,0.55
ter2,0,2,7,0,5,145,17,34,36,48,61,6,7,35,4,4.27,,0,0.0
ter2,1,0,4,1,9,140,35,46,9,12,34,18,13,14,4,11.57,,1,12.640760168629102
ter5,1,3,6,0,8,160,25,32,22,21,48,31,11,27,8,10.57,,0,0.0
ter1,1,3,2,1,8,160,30,49,16,70,110,14,5,22,3,10.47,,0,0.0
ter4,1,0,5,1,8,298,104,104,0,49,60,16,9,23,3,11.19,,1,16.53098484848485
ter4,1,2,1,1,9,273,45,78,2,84,185,14,5,13,3,5.34,,0,1.01
ter2,1,1,2,1,9,104,6,27,72,54,86,19,20,19,3,9.23,,0,2.54
ter3,1,2,5,1,9,128,27,43,18,39,69,9,8,20,3,4.27,,0,0.67
ter3,1,0,4,1,3,98,23,23,33,10,39,19,8,17,5,9.56,,0,8.065
ter2,1,2,4,1,9,395,130,130,0,36,85,15,7,12,5,6.88,,1,11.360748716996818
ter2,1,1,2,1,8,173,59,59,9,37,65,13,5,8,2,6.08,,0,7.96
ter5,0,2,4,1,7,121,39,39,9,41,60,8,6,23,3,5.64,,0,0.49
ter1,1,4,3,0,9,123,27,27,26,48,73,16,12,22,9,12.43,,0,0.0
ter5,1,2,2,1,9,103,20,20,39,39,77,8,5,12,6,8.08,,0,0.11
ter2,1,2,3,0,1,206,45,45,5,33,60,15,11,24,7,14.04,,0,3.22
ter4,1,1,4,0,8,142,22,59,29,51,87,9,7,15,5,9.15,,1,11.219648514801811
ter5,1,0,4,0,6,289,49,90,0,42,58,4,7,14,4,5.24,,1,12.911897589549014
ter2,1,3,2,1,4,136,24,40,36,35,62,14,14,18,4,8.97,,0,1.17
ter4,1,2,6,1,0,148,37,44,13,73,132,11,7,19,10,10.07,,0,0.0
ter5,1,0,2,0,8,198,38,40,15,80,162,18,15,20,6,13.69,,1,13.358140283533931
ter2,1,0,6,0,9,89,39,39,8,19,44,32,21,15,4,9.14,,1,12.848441523297332
ter5,1,3,1,1,8,163,32,46,12,86,123,17,11,23,12,8.04,,0,0.12
ter1,1,3,4,0,9,323,73,73,2,64,97,16,11,14,4,10.27,,1,9.736788503590638
ter5,1,2,7,1,8,173,29,45,14,18,33,15,17,28,3,10.82,,0,0.0
ter5,1,4,4,0,8,197,70,70,0,26,56,12,9,23,5,8.95,,0,4.96
ter3,1,3,2,1,6,112,28,28,18,75,117,6,5,21,4,4.26,,0,0.0
ter2,1,5,2,0,5,186,52,61,3,50,65,38,29,14,10,17.26,,0,1.54
ter4,0,5,4,1,8,183,33,51,24,70,174,14,17,22,3,13.31,,0,0.0
ter4,1,3,2,1,7,266,83,83,2,80,152,22,17,19,3,10.33,,0,0.47
ter5,0,4,4,1,9,254,50,99,1,101,153,19,13,15,6,8.14,,0,0.51
ter3,1,2,1,0,9,106,18,28,32,107,167,82,16,16,5,16.88,,0,0.14
ter2,1,3,4,0,8,99,21,33,40,51,80,4,4,18,4,3.31,,1,9.34277393002827
ter2,1,3,4,1,9,219,60,70,2,54,73,10,8,17,8,7.73,,1,12.384288072692305
ter2,1,2,2,1,9,104,27,27,48,92,131,14,10,25,4,10.37,,0,1.61
ter2,1,2,2,1,9,211,29,66,9,57,59,9,6,32,5,8.33,,0,2.19
ter1,1,2,5,1,8,155,63,63,13,78,185,12,11,12,3,6.63,,0,3.551875
ter3,1,1,3,1,6,279,47,86,7,17,38,16,14,12,5,12.46,,0,3.07
ter2,1,1,4,1,0,190,102,102,2,69,146,22,26,14,4,14.8,,1,1.55
ter3,1,2,1,0,7,257,71,71,3,62,57,10,6,22,5,10.78,,0,1.0
ter4,1,3,5,0,5,145,122,122,2,12,38,11,9,15,13,5.31,,0,4.02
ter1,0,0,4,1,8,94,22,38,17,36,61,61,29,16,4,29.07,,1,3.1
ter5,1,2,4,1,9,173,37,57,9,28,66,19,5,32,4,10.13,,0,1.343529411764706
ter3,1,2,4,0,4,258,62,62,2,22,43,25,22,22,3,24.0,,0,0.32
ter1,1,1,6,1,6,121,23,29,36,31,65,10,6,18,4,6.92,,0,1.91
ter1,1,0,4,1,5,112,33,39,9,58,71,5,4,32,4,4.5,,1,7.797229437229438
ter5,1,0,7,1,6,201,56,85,0,111,233,7,6,34,7,4.41,,0,7.096058201058201
ter3,1,2,4,0,6,150,33,55,12,9,36,12,5,21,3,6.02,,0,3.93
ter1,1,2,4,1,8,181,44,45,4,119,206,9,4,14,7,8.14,,1,10.235456504366697
ter4,1,1,4,0,9,209,54,86,10,54,100,11,9,21,6,12.87,,1,14.565140345178138
ter3,0,1,5,0,8,161,33,55,13,9,30,23,26,40,3,21.55,,0,1.62
ter4,1,4,3,0,4,173,29,39,22,98,213,213,48,23,3,27.06,,0,1.17
ter1,1,2,4,0,8,140,57,57,5,30,48,48,25,16,5,29.28,,1,4.562197802197802
ter4,1,0,4,1,7,123,26,39,10,114,239,103,32,18,7,17.22,,1,17.72285714285714
ter5,1,2,6,1,6,142,47,48,4,36,68,12,16,20,6,7.46,,0,0.0
ter2,1,2,4,1,9,319,41,106,0,95,113,11,6,19,6,9.91,,1,12.837275800226502
ter5,1,3,4,1,9,184,78,78,0,59,82,5,9,29,5,3.46,,0,2.33
ter5,1,4,4,1,9,188,41,71,1,84,141,42,27,19,5,20.12,,0,8.809701754385964
ter2,1,3,4,1,9,77,16,22,32,53,96,30,21,21,8,22.94,,0,8.49109744364209
ter2,1,2,5,0,9,203,46,60,2,85,123,17,18,16,4,10.21,,1,13.640875991199177
ter4,0,3,4,1,7,105,45,45,10,56,91,10,8,10,4,8.2,,0,0.71
ter5,1,3,6,1,8,168,33,45,18,90,123,23,21,14,4,8.56,,0,0.0
ter3,1,1,2,1,9,140,22,42,31,56,191,191,75,22,5,19.8,,0,3.16
ter4,1,0,3,0,3,91,15,25,36,89,120,50,37,12,7,13.12,,0,6.04
ter1,1,3,7,1,8,185,42,64,1,49,83,30,16,14,5,13.65,,0,0.28
ter4,1,2,5,1,3,223,90,90,4,91,145,31,15,39,3,13.97,,0,4.96
ter2,0,0,1,0,0,150,35,46,11,36,64,8,5,11,5,6.46,,0,3.33
ter5,1,2,7,1,9,527,146,157,0,92,160,25,17,32,3,15.15,,0,4.33
ter3,1,1,7,0,6,139,24,36,22,96,177,15,9,31,5,7.7,,0,0.29
ter1,0,0,2,0,9,86,24,34,28,102,268,19,17,18,3,10.5,,0,3.38
ter5,1,2,3,0,8,130,36,36,15,92,172,39,23,20,4,13.07,,0,2.531052631578947
ter5,1,2,7,1,6,156,20,51,46,58,89,24,19,19,5,12.08,,0,0.0
ter5,1,2,4,0,1,347,114,114,0,14,37,17,18,22,4,12.26,,0,4.52
ter5,1,2,5,1,8,130,29,33,21,69,96,33,16,21,6,18.58,,0,1.37
ter2,1,0,4,0,9,222,60,75,4,57,109,5,6,15,6,5.5,,1,12.952855591239421
ter3,1,0,7,0,9,346,62,75,0,11,113,113,27,18,4,22.7,,1,17.06215510216626
ter1,1,1,4,1,8,116,24,47,13,72,110,6,5,16,7,3.79,,1,9.224045812025517
ter2,1,1,2,1,9,137,40,40,18,44,119,119,53,33,10,45.25,,0,2.49
ter1,1,4,1,1,0,333,179,179,0,86,201,6,6,18,7,5.36,,0,4.5
ter1,1,0,2,1,9,208,61,69,3,72,239,239,84,11,4,30.99,,1,15.803859649122808
ter2,1,4,4,0,8,251,52,69,4,40,56,51,31,23,13,15.36,,1,8.297238765928904
ter1,0,5,5,1,8,174,21,40,34,89,235,10,5,13,5,6.31,,0,0.93
ter3,1,3,5,1,9,89,33,33,33,37,57,18,22,18,3,12.0,,0,0.0
ter4,1,0,6,0,2,184,39,54,7,9,30,18,25,11,4,21.54,,0,9.845714285714285
ter3,1,0,4,0,8,96,53,55,0,112,190,10,6,24,4,5.6,,1,13.619380880492038
ter4,1,2,5,1,4,221,61,61,1,12,36,21,36,32,5,13.08,,0,1.22
ter3,1,3,4,0,9,173,40,46,17,63,83,21,25,14,3,12.08,,0,4.473279242797027
ter5,1,2,6,1,3,214,68,78,2,92,124,9,12,15,5,5.7,,0,0.26
ter5,1,0,4,0,8,115,16,48,45,78,104,8,8,13,4,8.95,,1,14.12629083678911
ter5,1,3,2,1,8,162,44,50,3,69,115,17,16,18,4,13.96,,0,0.0
ter3,1,2,2,1,4,211,38,69,7,69,83,5,4,13,5,5.1,,0,0.0
ter4,1,2,2,1,2,133,25,35,22,45,77,54,15,21,4,26.3,,0,1.12
ter2,1,3,4,1,8,191,26,37,17,57,91,27,43,17,5,13.47,,1,11.157167661183895
ter5,1,0,7,0,3,95,15,24,37,54,83,34,41,18,5,31.23,,0,5.380833333333333
ter1,1,3,7,1,8,140,18,38,44,75,99,21,12,23,3,12.94,,0,0.0
ter1,1,3,4,1,5,113,48,48,24,57,97,17,11,25,3,7.96,,0,1.729090909090909
ter1,1,2,4,0,5,83,28,31,31,79,111,11,6,17,7,7.83,,0,1.6862946428571428
ter3,1,4,7,0,9,139,39,42,7,53,157,157,60,15,6,32.48,,0,1.13
ter5,1,3,7,1,8,109,20,40,26,53,68,6,5,15,7,4.52,,0,0.0
ter3,1,1,4,0,1,177,66,66,8,96,241,20,19,18,3,10.98,,0,3.38
ter3,1,0,2,0,8,132,31,42,21,72,96,8,9,34,3,8.37,,0,8.466959033613444
ter5,1,0,3,0,8,148,39,56,4,94,157,91,42,21,6,16.67,,1,16.771383303217235
ter1,1,1,1,0,6,143,23,44,14,48,90,19,17,30,4,8.99,,0,0.45
ter5,1,2,6,1,8,101,33,33,26,12,30,13,13,10,6,8.51,,0,0.0
ter1,1,2,4,1,9,193,41,46,11,67,154,154,103,14,4,21.27,,1,14.710515845081181
ter5,1,2,5,1,6,107,12,37,15,56,99,18,8,10,3,9.74,,0,1.11
ter3,1,3,3,0,9,211,49,76,8,98,182,32,20,24,4,19.47,,0,2.14
ter2,1,3,6,1,9,169,28,42,20,84,136,30,20,22,6,21.87,,0,4.14
ter5,1,3,4,1,8,171,46,46,15,40,56,5,3,16,6,6.29,,0,3.08018954248366
ter1,1,1,4,0,8,156,41,63,15,25,44,41,21,29,14,21.75,,0,1.78
ter3,1,0,6,1,5,152,35,48,3,15,45,14,12,13,7,8.31,,0,10.315681071141325
ter4,1,2,4,0,9,365,34,82,7,75,96,5,6,16,6,5.11,,1,9.975299978524966
ter3,1,0,2,1,0,208,57,61,1,65,195,16,15,16,3,9.17,,0,5.840714285714285
ter3,1,4,3,1,2,173,44,52,7,76,119,16,23,22,4,6.6,,0,0.15
ter4,1,3,4,1,3,151,63,69,3,106,132,17,19,14,4,13.21,,0,2.09
ter3,1,2,4,0,3,148,49,51,14,114,293,4,2,20,3,4.32,,0,3.79
ter5,1,2,3,0,8,95,11,27,72,78,98,13,12,14,3,12.69,,0,1.57
ter1,0,0,2,1,8,209,72,72,2,34,58,7,8,17,5,8.08,,0,0.75
ter2,1,2,4,1,1,200,31,58,12,45,71,9,14,18,3,11.44,,0,1.37
ter5,0,2,1,0,9,284,76,78,0,76,91,23,9,16,3,11.67,,0,0.5
ter1,1,2,3,0,9,322,63,83,0,73,88,19,17,6,7,14.84,,0,2.86
ter4,1,2,6,1,9,185,59,69,1,11,37,14,10,16,4,10.39,,0,0.0
ter3,1,0,5,1,9,228,35,52,4,54,74,26,18,7,4,11.22,,0,10.410030078088326
ter4,1,1,4,0,8,81,23,23,36,4,26,13,16,20,6,12.93,,0,4.8
ter4,1,2,3,0,0,195,48,68,2,103,230,12,12,33,5,7.2,,0,0.61
ter1,0,1,6,1,8,101,44,44,14,53,85,21,16,6,5,11.9,,0,0.97
ter5,1,3,2,1,9,133,36,52,14,99,99,18,15,36,6,12.42,,0,0.15
ter1,0,1,4,1,8,417,40,83,9,47,99,16,14,21,3,6.22,,0,0.0
ter4,1,2,6,0,1,186,64,64,3,26,49,15,16,35,3,13.65,,0,0.0
ter4,0,3,1,1,9,177,29,77,18,37,80,5,3,14,6,3.18,,0,0.47
ter5,1,0,4,0,8,193,64,75,1,72,158,5,5,15,3,4.62,,1,12.887574218870066
ter5,0,0,4,1,8,165,29,54,10,45,71,13,10,13,3,9.61,,1,6.69
ter3,1,3,7,1,8,249,125,125,0,72,82,36,14,20,5,18.7,,0,1.12
ter3,1,2,2,1,9,229,51,77,1,17,46,6,6,13,5,8.3,,0,0.63
ter1,1,0,4,1,9,145,34,36,9,141,2057,49,39,17,5,23.6,,1,15.759849998546613
ter1,1,2,3,0,4,141,26,43,21,16,94,94,40,9,3,21.11,,0,0.31
ter1,1,2,5,1,8,331,54,84,1,88,128,28,25,14,4,19.01,,1,1.776451612903226
ter2,1,4,1,1,2,182,30,50,11,24,56,23,29,19,4,14.71,,0,0.52
ter5,1,3,5,1,8,176,41,45,9,58,103,4,6,22,4,4.27,,0,2.2194736842105263
ter2,1,4,3,0,8,133,42,69,26,112,371,70,60,18,7,17.26,,1,9.73187908496732
ter4,1,3,4,0,5,127,17,28,34,77,177,20,32,20,4,13.23,,0,0.73
ter2,1,2,5,1,8,124,19,30,33,84,222,4,3,19,5,2.41,,1,11.22283607431792
ter3,1,4,7,0,8,172,29,49,13,102,326,17,17,12,3,9.85,,0,0.41
ter4,1,3,5,0,6,135,28,36,16,72,110,9,8,11,5,7.62,,0,0.15
ter1,0,3,4,0,8,125,9,38,67,63,129,20,12,15,5,8.69,,0,0.0
ter1,1,2,4,1,9,192,40,52,18,80,139,15,12,20,4,13.71,,1,12.39250630106841
ter3,0,1,3,0,8,82,16,27,38,45,58,10,8,25,3,5.92,,0,1.82
ter1,1,2,6,1,9,114,32,35,15,66,117,25,17,13,5,15.04,,0,0.0
ter2,0,0,4,1,7,240,39,61,6,7,34,25,25,18,5,24.96,,1,12.59
ter1,1,2,5,0,4,280,34,70,8,79,143,22,25,25,5,14.4,,0,1.83
ter5,1,0,4,0,9,161,32,58,23,118,364,15,13,24,3,14.43,,1,14.460778741857924
ter3,1,5,4,0,5,403,94,94,0,15,42,4,7,18,6,4.88,,0,2.78
ter5,1,2,4,0,8,148,28,41,32,90,274,15,8,18,3,10.0,,1,8.739740244641618
ter1,0,1,2,1,8,124,43,47,18,16,37,30,28,23,4,13.6,,0,0.29
ter3,1,2,1,1,2,157,57,62,1,103,149,6,7,23,6,7.62,,0,0.0
ter3,1,1,1,1,8,137,63,63,15,53,82,7,7,19,4,5.83,,0,0.0
ter2,1,3,5,1,2,125,28,34,10,26,64,40,24,31,3,18.38,,0,0.69
ter4,1,3,3,0,6,134,11,39,35,54,94,21,16,28,4,21.0,,0,0.0
ter1,1,2,1,1,9,111,19,38,37,18,45,22,15,17,3,17.11,,0,0.0
ter5,1,4,4,1,9,215,50,50,14,54,65,15,6,19,6,8.6,,0,2.974069264069264
ter5,1,2,4,1,8,138,24,54,22,73,148,81,44,15,5,24.71,,0,13.000459838079493
ter2,1,2,6,1,8,143,32,40,34,41,105,7,6,17,6,7.21,,0,2.79
ter3,1,1,3,1,9,92,14,26,27,22,45,16,6,18,6,8.7,,0,0.69
ter1,1,2,3,1,8,124,31,31,28,49,82,9,15,23,4,8.36,,0,0.34
ter1,1,3,2,1,8,107,21,32,16,92,157,21,14,38,5,14.76,,0,0.0
ter3,1,4,4,1,9,296,94,94,1,29,67,21,12,12,6,19.1,,0,4.84
ter1,1,3,2,0,9,112,16,33,18,21,158,158,111,13,6,38.24,,0,2.94
ter1,1,3,2,0,5,232,39,58,6,58,81,14,9,17,3,7.36,,0,0.66
ter1,1,0,6,0,9,210,36,59,11,56,70,5,4,14,3,4.99,,1,12.504671027961395
ter5,1,4,7,1,8,105,18,33,38,125,233,9,21,30,3,5.69,,0,0.39
ter5,1,3,6,1,4,201,79,79,3,57,68,49,40,13,6,48.29,,0,1.03
ter5,1,2,4,0,4,181,71,71,5,116,220,22,10,7,4,16.29,,0,3.75
ter5,1,3,4,1,4,143,18,38,20,80,154,15,14,12,5,13.62,,0,0.28
ter5,1,2,3,0,8,162,20,54,29,52,126,27,26,19,3,17.53,,0,0.15
ter4,0,4,3,1,8,175,30,46,25,114,176,18,12,24,3,9.55,,0,0.0
ter5,1,2,5,0,8,140,17,29,58,34,51,12,8,20,6,11.25,,0,0.27
ter1,1,2,7,0,9,173,25,38,18,53,88,12,7,17,7,7.06,,0,0.0
ter1,1,1,2,1,3,132,42,42,12,27,51,7,7,19,3,8.86,,0,0.12
ter5,0,3,7,1,9,156,33,53,19,127,360,18,11,12,6,15.18,,0,0.12
ter2,1,2,5,0,1,140,44,67,5,53,94,22,28,22,3,8.39,,0,1.12
ter2,1,1,4,1,4,182,68,83,0,125,354,12,12,26,10,12.07,,0,8.827076918377323
ter2,1,3,2,0,8,108,27,37,13,43,55,17,8,25,4,15.09,,0,0.76
ter5,1,4,3,0,9,110,14,30,46,28,58,36,33,14,6,15.76,,0,0.43
ter5,1,3,3,1,5,62,16,17,52,34,95,16,9,12,5,7.22,,0,0.0
ter2,1,4,4,0,4,165,25,35,26,104,183,19,8,22,6,19.85,,0,7.356028944911298
ter3,0,2,2,1,8,184,71,79,0,54,84,10,6,16,5,8.76,,0,0.57
ter2,1,1,4,0,8,210,42,71,6,44,62,5,4,19,3,3.42,,1,11.469732749507378
ter3,1,1,4,0,4,154,40,54,18,68,158,7,10,18,4,6.5,,0,2.0438636363636364
ter1,1,3,1,0,9,131,28,54,27,98,129,37,18,23,7,16.7,,0,0.14
ter1,1,5,2,1,9,201,18,62,19,113,183,8,9,13,23,5.62,,0,0.13
ter4,1,0,5,1,7,166,41,52,4,47,68,18,9,22,6,13.74,,1,16.305168504901964
ter4,0,2,4,0,8,198,73,73,7,83,104,5,6,19,6,6.37,,0,0.3925
ter4,1,0,5,0,8,181,61,61,4,76,122,11,5,15,4,6.45,,1,16.027232943469784
ter3,0,0,2,1,9,129,22,49,30,55,85,13,7,39,6,8.44,,0,0.5
ter2,1,2,3,1,9,88,17,28,34,13,50,11,11,14,6,8.38,,0,7.913861928456839
ter5,1,2,6,1,8,205,39,65,11,38,63,17,9,16,5,12.27,,0,0.27
ter5,0,0,3,1,9,238,88,88,0,15,49,25,22,29,7,19.31,,0,3.91
ter2,1,2,4,1,8,249,27,65,21,58,84,18,27,10,7,19.37,,1,9.965347631074803
ter3,1,3,3,0,8,126,41,42,10,33,57,15,9,13,4,14.71,,0,1.36
ter3,0,4,7,1,9,188,30,58,19,27,69,16,13,31,6,7.62,,0,0.0
ter2,1,4,4,1,8,281,121,121,1,69,106,5,7,22,4,5.52,,1,10.839065367762164
ter2,1,0,1,1,1,144,50,50,8,18,42,9,9,19,6,5.79,,0,1.89
ter1,1,2,4,1,8,71,20,25,31,41,61,15,16,17,3,10.72,,1,6.948048536916745
ter4,0,3,5,1,8,143,68,68,14,80,130,6,4,14,6,3.68,,0,2.82
ter2,1,2,4,1,8,140,26,43,18,30,65,22,15,21,5,10.25,,1,10.46292255057864
ter3,1,2,6,1,8,114,20,25,24,37,75,5,3,19,5,5.27,,0,0.37
ter2,1,2,4,1,9,128,16,40,24,99,131,19,19,35,7,11.01,,0,1.22
ter1,1,1,2,1,9,340,55,83,1,97,191,27,28,8,3,15.52,,0,3.62
ter1,1,4,4,1,9,130,29,35,27,54,76,17,13,15,6,13.81,,0,3.695202146690519
ter1,1,3,4,0,1,233,39,79,4,45,59,10,9,15,3,7.42,,0,0.12
ter4,1,2,3,0,8,207,65,76,0,14,49,48,14,15,4,15.68,,0,1.8
ter5,1,3,4,1,8,118,41,42,14,96,169,9,4,21,6,7.67,,0,3.6127127109216888
ter1,1,1,4,1,8,219,42,45,6,82,106,14,13,10,3,11.97,,1,6.2016067046988095
ter5,1,3,4,1,3,175,57,57,2,96,178,7,7,22,6,5.05,,0,0.24
ter2,1,3,2,1,8,136,16,49,46,102,561,20,14,34,3,9.35,,0,5.29
ter1,1,5,2,1,0,149,37,53,25,10,54,54,39,28,5,25.73,,0,0.84
ter5,1,3,4,1,8,169,39,67,8,40,52,12,8,31,6,5.48,,0,1.31
ter5,1,2,5,1,6,135,41,44,9,15,42,6,2,14,12,3.92,,0,1.26
ter3,1,1,4,1,9,184,79,79,1,52,63,7,10,19,5,5.65,,1,10.910976955204866
ter3,1,3,4,0,8,135,19,50,36,41,59,13,5,15,4,10.3,,0,2.4225
ter1,0,3,5,1,8,161,37,48,22,77,83,19,10,17,5,10.7,,0,0.82
ter2,1,2,3,0,5,220,126,126,0,7,64,56,64,22,3,23.64,,1,9.061134085213034
ter5,1,0,6,0,8,145,23,52,27,28,73,5,6,20,5,5.05,,1,12.28580130628659
ter5,0,2,6,0,9,110,16,28,52,50,81,10,6,9,7,9.93,,0,0.0
ter5,0,4,5,1,4,298,47,74,2,121,315,5,7,21,10,4.17,,0,5.08
ter4,0,4,6,1,9,133,43,46,6,26,66,15,21,18,5,20.28,,0,0.27
ter4,1,5,6,0,4,247,27,45,14,63,117,16,13,18,4,10.74,,0,0.0
ter5,1,3,6,0,3,212,39,51,8,81,107,20,10,16,4,12.57,,0,0.59
ter4,0,3,5,0,8,217,39,62,1,81,119,87,41,22,4,30.23,,0,4.7
ter2,1,2,2,0,9,323,87,105,1,35,62,16,15,15,11,11.98,,0,3.76
ter1,0,4,4,1,8,109,19,25,24,29,67,14,23,10,5,14.74,,0,0.29
ter2,1,2,5,0,8,76,20,23,30,79,111,9,8,16,4,7.6,,1,10.54183606921343
ter3,1,2,4,1,1,163,22,46,32,46,67,43,28,36,5,37.01,,0,0.46
ter3,1,2,2,0,5,174,56,56,3,70,111,12,10,17,3,10.87,,0,0.26
ter3,1,3,5,1,8,259,106,106,0,53,96,8,12,14,3,7.23,,0,6.64
ter5,1,3,6,0,6,126,13,31,53,26,69,19,20,9,6,11.7,,0,0.0
ter3,1,2,2,1,0,105,15,33,34,18,26,24,18,23,5,12.78,,0,0.14
ter2,1,1,2,0,0,177,61,61,4,13,51,16,11,18,4,10.75,,0,4.45
ter1,1,0,1,1,8,348,77,96,0,33,60,8,6,18,6,8.87,,1,9.34901196172249
ter5,1,2,3,1,9,227,24,56,9,64,96,8,8,15,4,6.31,,0,1.85
ter2,1,2,7,1,9,142,40,48,8,48,68,29,18,24,6,13.34,,0,0.15
ter3,1,0,3,1,8,174,32,61,13,89,130,19,11,35,6,5.44,,1,11.733001707571935
ter2,1,3,3,1,4,175,57,62,4,57,65,9,8,29,6,6.97,,0,1.405
ter4,1,2,4,1,9,277,27,62,10,66,94,11,12,21,3,8.9,,1,8.94595156063819
ter5,0,1,4,0,0,179,38,38,8,62,161,11,9,26,3,7.31,,0,0.58
ter5,1,2,2,1,8,117,26,39,17,53,79,13,8,21,6,8.2,,0,0.0
ter4,1,2,2,1,8,215,43,57,4,125,199,8,8,20,4,7.36,,0,0.53
ter5,0,2,4,0,8,168,35,48,24,16,50,23,14,8,6,14.78,,0,0.13
ter4,0,1,4,0,9,196,28,42,14,61,78,14,21,14,5,9.74,,0,0.71
ter5,1,1,5,0,5,273,64,64,4,24,39,34,29,37,6,22.09,,0,1.84
ter4,1,1,4,1,1,141,16,43,30,22,60,11,10,20,7,11.74,,0,0.42
ter5,1,4,5,1,9,158,17,35,30,93,253,11,8,21,3,19.74,,0,1.8
ter1,1,2,4,1,9,169,46,67,10,25,53,15,10,10,5,10.29,,0,1.85
ter3,1,3,3,0,7,161,26,64,12,104,170,13,20,11,4,8.61,,0,1.0
ter4,1,2,3,0,8,223,64,64,5,72,134,13,14,22,3,9.09,,0,1.550730158730159
ter4,1,2,4,1,4,152,39,43,18,14,46,12,12,34,4,6.57,,0,0.12
ter3,1,5,2,1,8,144,42,46,9,75,216,216,31,8,6,39.95,,0,3.82
ter2,1,4,4,1,5,158,31,75,17,83,111,14,10,24,5,6.48,,1,8.729185467986264
ter3,1,0,2,1,0,203,42,62,11,43,115,30,18,8,3,15.77,,0,4.92
ter4,1,1,1,0,3,162,51,52,8,46,85,11,8,9,6,3.66,,0,0.33
ter1,1,3,2,1,8,170,25,52,25,8,35,24,23,16,7,10.68,,0,0.0
ter5,1,5,3,0,4,145,17,49,39,22,54,13,26,19,5,13.29,,0,0.0
ter5,0,0,7,0,4,157,44,51,4,64,88,6,5,14,9,3.67,,0,1.52
ter1,1,2,4,0,2,168,36,44,15,22,53,26,16,25,6,10.85,,0,0.24
ter2,0,2,1,1,6,192,41,55,2,20,44,29,42,15,5,21.23,,0,0.28
ter5,1,1,1,0,2,150,16,66,43,64,86,6,5,20,7,2.96,,0,0.48
ter2,1,0,4,1,6,166,43,48,5,80,128,7,8,19,7,3.92,,1,13.416570742248592
ter3,1,4,2,1,8,234,73,73,3,27,59,12,10,8,7,5.91,,0,0.52
ter1,1,0,4,1,3,113,23,38,21,48,62,28,10,20,7,15.47,,1,11.465453431372548
ter1,1,3,4,1,8,121,25,40,15,69,78,35,45,19,6,22.23,,0,4.764161071127015
ter2,0,0,6,0,5,140,30,36,24,82,152,12,6,13,4,7.2,,0,7.62
ter1,1,3,3,0,8,153,48,48,18,40,66,7,6,13,3,6.86,,0,0.28
ter4,1,2,4,0,8,257,35,78,5,74,102,12,13,11,4,11.08,,0,7.03337954176056
ter3,1,3,6,0,8,154,36,49,20,44,68,16,13,15,5,16.37,,0,0.0
ter3,1,3,2,0,7,152,29,49,15,17,44,7,11,14,4,8.02,,0,0.0
ter5,1,2,4,1,1,180,37,83,7,24,59,14,11,19,5,11.61,,0,0.0
ter3,1,3,5,1,8,116,13,31,64,46,63,8,6,22,7,6.96,,0,0.29
ter4,1,2,4,1,1,160,44,44,7,82,118,17,5,37,6,8.97,,0,0.51
ter2,1,1,4,0,8,260,51,70,5,107,149,4,4,17,4,5.21,,1,11.451229808028645
ter2,1,3,3,0,3,153,30,40,22,38,83,8,3,15,4,8.35,,0,0.47
ter2,1,2,4,0,2,73,11,25,50,36,71,5,4,23,6,7.78,,0,0.49
ter2,1,5,2,1,0,177,57,57,15,78,183,19,13,8,5,10.19,,0,2.94
ter1,1,2,2,0,8,166,88,88,7,36,68,4,4,18,6,6.57,,0,0.97
ter4,0,2,1,1,1,174,21,37,7,12,39,7,5,12,3,4.97,,0,0.0
ter1,1,3,1,0,9,270,52,107,2,63,135,50,39,20,3,15.24,,0,1.15
ter4,1,2,1,0,8,229,51,52,11,54,61,39,30,9,7,12.39,,0,0.68
ter5,0,3,5,0,9,48,16,18,37,55,93,9,7,21,4,10.9,,0,1.91
ter5,1,2,2,1,8,288,59,61,3,82,124,14,8,11,5,11.93,,0,0.27
ter4,1,3,3,1,9,92,15,45,25,20,43,26,26,20,3,15.85,,0,0.4
ter3,1,5,4,0,8,116,18,35,26,111,147,19,24,13,6,17.8,,0,4.836471653499499
ter1,1,3,5,1,5,295,52,52,2,72,116,31,24,11,7,13.46,,0,1.27
ter4,1,0,4,0,9,132,20,27,36,68,135,8,5,34,4,7.53,,1,13.55
ter2,1,1,1,0,8,152,40,50,12,45,71,12,11,15,4,9.49,,0,3.65
ter1,1,2,2,1,9,142,13,43,19,68,106,14,6,24,4,8.96,,0,0.0
ter1,0,3,4,1,9,78,18,23,23,68,131,5,7,13,4,3.82,,0,0.12
ter1,1,4,7,0,8,137,46,46,11,55,70,23,47,14,7,32.95,,0,0.56
